dataset,test_fold,n_conv_layers,n_filters,kernel_size,n_dense_layers,n_neurons,n_cv,total_training_time_sec,total_best_val_loss_cv,mean_best_val_loss_cv
detailed,6,2,8,8,2,20,10,17477.22150993347,4.0271976764543975,0.4027197676454397
systematic,1,4,2,4,1,20,10,16737.36563181877,2.078465875095954,0.2078465875095954
systematic,4,2,8,8,1,20,10,14756.26348042488,2.12660007233318,0.2126600072333179
cancer,1,2,4,4,2,10,10,3587.434259414673,15.935837905122732,1.5935837905122732
detailed,6,8,4,2,1,20,10,43538.77673006058,2.823807865674438,0.2823807865674438
systematic,5,8,8,8,2,50,10,44809.86257171631,1.742179578207432,0.1742179578207431
systematic,2,2,4,4,2,20,10,13936.468703508375,2.692302879318137,0.2692302879318137
systematic,5,2,8,2,1,10,10,17802.804901838303,1.8529686802915035,0.1852968680291503
detailed,6,4,8,4,1,50,10,25444.593857049946,4.017604525681755,0.4017604525681755
systematic,5,8,2,8,1,50,10,27921.52556157112,1.2998229757965802,0.129982297579658
systematic,4,2,2,2,2,20,10,20061.275114774704,1.9120200796772284,0.1912020079677228
systematic,6,2,2,2,1,50,10,11091.947122097015,2.6467501070624664,0.2646750107062466
cancer,2,4,4,2,2,10,10,4173.819657325745,13.14772389674192,1.314772389674192
cancer,2,8,2,4,2,50,10,9139.468098402023,12.574002665388274,1.2574002665388275
cancer,1,4,4,2,2,10,10,4157.932725429535,17.02081186140813,1.7020811861408132
cancer,2,8,4,4,2,50,10,7279.7867567539215,12.658238876667324,1.2658238876667325
detailed,3,4,2,2,2,20,10,31072.459591150284,3.205021815988703,0.3205021815988703
systematic,1,4,4,4,1,10,10,16284.888873577118,2.151554725609035,0.2151554725609035
cancer,2,2,8,2,1,20,10,4297.233190059662,12.336093119062255,1.2336093119062257
systematic,2,8,8,8,2,20,10,53746.46385002136,1.3560076505561078,0.1356007650556107
detailed,1,2,8,2,2,10,10,24517.20825266838,3.3739232262222627,0.3373923226222263
systematic,3,8,2,2,1,20,10,37737.5667154789,2.184368485029309,0.2184368485029308
systematic,1,8,8,4,2,50,10,60713.77147984505,1.7618162077029254,0.1761816207702925
detailed,4,2,2,2,1,50,10,12230.618250846865,3.866178228163213,0.3866178228163213
detailed,3,2,8,4,1,50,10,16604.56823348999,4.574401418392737,0.4574401418392737
detailed,2,4,8,4,1,10,10,15405.48970580101,3.869086830796192,0.3869086830796192
systematic,1,8,2,2,2,50,10,50571.39856886864,1.3760082559019382,0.1376008255901938
systematic,2,8,8,4,2,10,10,37406.54951930046,2.080119977491438,0.2080119977491437
detailed,5,2,2,4,1,20,10,22681.517886400223,3.024900673214748,0.3024900673214747
systematic,2,4,4,8,2,10,10,19221.20878386497,1.9740776866623715,0.1974077686662371
detailed,3,2,8,8,2,20,10,14791.89315891266,4.529807971612495,0.4529807971612495
systematic,5,4,2,2,1,20,10,20362.099470615387,2.4420552303666154,0.2442055230366615
systematic,6,4,4,2,1,20,10,23330.87433075905,2.091508516724632,0.2091508516724631
systematic,3,2,8,8,1,50,10,13805.920320749285,3.179406316898,0.3179406316898
detailed,3,4,8,4,1,20,10,26086.31264734268,4.059290416069169,0.4059290416069169
systematic,1,2,2,2,2,50,10,13354.60796880722,1.770757507137069,0.1770757507137069
detailed,4,4,8,4,1,20,10,23120.85900068283,3.725400186604579,0.3725400186604579
detailed,4,2,8,8,2,50,10,14522.29441857338,5.049767249721016,0.5049767249721017
systematic,4,2,8,4,2,20,10,16372.094034433365,2.694827478582865,0.2694827478582865
systematic,4,8,8,8,2,10,10,36622.94469165802,1.7140892329531756,0.1714089232953175
systematic,3,2,4,8,2,50,10,15878.83169388771,3.256592717156185,0.3256592717156185
detailed,1,2,4,4,1,50,10,26103.02774310112,3.669228139444809,0.3669228139444808
systematic,4,2,2,4,1,10,10,13221.845500946043,2.379484099190232,0.2379484099190231
systematic,4,2,4,4,1,10,10,15762.795369148254,1.9204282440618765,0.1920428244061876
detailed,5,4,8,2,1,20,10,26861.442687511444,3.486030458527082,0.3486030458527082
detailed,2,2,2,2,2,50,10,21013.93960928917,3.089435743672276,0.3089435743672276
systematic,2,8,2,8,2,20,10,31967.68483686447,1.2973764713289826,0.1297376471328982
detailed,5,8,4,2,1,10,10,41982.591957330704,2.8543830648217443,0.2854383064821744
systematic,6,2,2,2,2,10,10,12528.291051387789,1.8747034200950636,0.1874703420095063
systematic,1,8,8,2,2,20,10,62500.59138822556,1.4353186941120528,0.1435318694112052
detailed,6,2,4,8,2,10,10,15356.81993818283,3.654293908728769,0.3654293908728769
cancer,1,2,8,2,2,50,10,3156.7599608898163,16.379980775836856,1.6379980775836855
systematic,2,2,2,2,1,20,10,15416.612880945206,2.1724915792520187,0.2172491579252018
cancer,2,4,8,4,2,50,10,6249.6216151714325,13.579489859975723,1.3579489859975724
systematic,4,2,2,8,2,50,10,17485.80273127556,2.352259630039851,0.2352259630039851
detailed,5,2,2,8,2,10,10,14929.159472942352,3.309614620837099,0.3309614620837099
systematic,1,2,4,2,1,10,10,14452.012518882751,1.7482533034110956,0.1748253303411095
systematic,5,2,8,8,1,20,10,14930.90254163742,2.534240874910801,0.2534240874910801
systematic,4,8,8,4,2,50,10,56194.437756061554,2.05044432923716,0.205044432923716
detailed,6,2,2,2,1,20,10,27212.674924135208,3.387577491293058,0.3387577491293058
cancer,1,8,2,2,1,50,10,5686.843508243561,17.173090092087907,1.7173090092087908
detailed,6,2,4,4,2,20,10,17902.662534236908,3.910791193249537,0.3910791193249537
systematic,3,8,4,2,1,50,10,31332.976633548737,1.885667575511961,0.1885667575511961
detailed,5,2,8,4,1,50,10,15105.792783021929,4.330866203870208,0.4330866203870208
systematic,1,2,4,8,2,20,10,14018.527334928513,2.6748483814465827,0.2674848381446583
systematic,2,8,8,2,2,10,10,42677.69831895828,2.41888314691567,0.241888314691567
systematic,1,8,2,8,2,50,10,37104.97245669365,1.053045770931176,0.1053045770931176
systematic,6,2,4,4,2,20,10,14057.354526042938,2.537074223771977,0.2537074223771977
systematic,4,2,4,4,2,10,10,13375.785256624222,1.848754989272198,0.1848754989272198
cancer,2,8,4,4,1,10,10,6443.775595903397,13.299010106702076,1.3299010106702078
systematic,2,8,4,8,1,10,10,31244.13525533676,1.0950064239055848,0.1095006423905584
detailed,2,2,2,2,1,50,10,17507.12957715988,3.348762329477768,0.3348762329477768
detailed,3,8,4,2,2,10,10,45317.918058395386,3.715263147648508,0.3715263147648508
systematic,6,2,4,2,1,20,10,12340.369971036913,1.6884502997186726,0.1688450299718672
cancer,2,4,2,4,1,50,10,3790.994505167008,13.064239471054114,1.306423947105411
cancer,1,4,2,2,1,50,10,3611.98209643364,15.726657776602943,1.5726657776602944
systematic,1,2,8,4,1,20,10,14832.84661245346,2.2667711156643717,0.2266771115664371
systematic,1,4,2,8,1,50,10,10539.297098398209,1.9444664856157816,0.1944466485615781
systematic,6,2,4,8,2,20,10,13464.064801692964,2.5463964470357694,0.2546396447035769
systematic,5,8,2,2,2,20,10,39426.4909362793,1.5323189642924184,0.1532318964292418
systematic,3,8,8,8,1,20,10,37572.01703453064,1.869343190064753,0.1869343190064753
systematic,6,2,8,8,2,50,10,13583.334579706192,3.1011275804529235,0.3101127580452923
cancer,1,2,8,2,2,20,10,3505.731458425522,16.82610544892306,1.682610544892306
systematic,2,4,2,8,1,10,10,15904.762534856796,1.8073854744358255,0.1807385474435826
detailed,6,2,8,2,2,10,10,21054.31911849976,3.5057086402211923,0.3505708640221192
systematic,5,2,2,8,2,50,10,16346.538325071337,2.333913800398761,0.233391380039876
systematic,4,4,8,4,2,50,10,23512.79200124741,2.908392410077897,0.2908392410077897
cancer,2,4,2,8,2,50,10,4002.838097810745,14.10776237357654,1.4107762373576542
systematic,6,2,2,2,1,10,10,13471.515975236893,2.0489257394961804,0.204892573949618
systematic,6,4,4,8,2,20,10,21692.95240330696,1.855578320257804,0.1855578320257804
cancer,1,4,4,2,1,50,10,3590.392241716385,16.758027562055773,1.6758027562055773
detailed,3,2,2,8,1,20,10,18410.045773029327,3.3465781145647995,0.3346578114564799
systematic,1,4,2,8,1,20,10,12060.507338047028,2.3122914042487026,0.2312291404248702
systematic,4,4,4,8,1,10,10,17675.191796064377,2.6241476628981912,0.2624147662898191
detailed,6,4,2,4,1,20,10,20047.905217647552,3.920162078616648,0.3920162078616648
detailed,2,4,4,4,2,50,10,15598.2656853199,3.642483705616231,0.364248370561623
cancer,2,4,8,8,1,10,10,6619.141574621201,13.26075299018095,1.326075299018095
systematic,6,4,2,2,1,20,10,26728.68219780922,1.977631709070237,0.1977631709070237
systematic,2,2,2,8,1,50,10,17463.823042154312,2.4102675475537816,0.2410267547553781
cancer,1,4,4,4,1,20,10,3824.4152386188503,17.232233908588793,1.7232233908588792
systematic,1,2,2,8,2,20,10,16174.978021860124,2.364609592975873,0.2364609592975873
systematic,6,4,4,8,1,10,10,21631.591349840164,2.146260586243129,0.2146260586243129
systematic,5,2,4,4,2,20,10,14311.58109140396,2.5315632729398123,0.2531563272939812
cancer,1,2,2,8,1,20,10,1989.230972290039,17.29256001320961,1.729256001320961
detailed,2,2,4,4,2,50,10,18610.538952589035,3.549760544765571,0.3549760544765571
detailed,2,8,4,2,1,10,10,60965.3530395031,2.751298730962243,0.2751298730962243
cancer,1,4,8,4,1,50,10,4851.909806251526,17.909590234524874,1.7909590234524877
detailed,2,2,4,8,2,50,10,16793.07707285881,4.039056783208856,0.4039056783208855
cancer,2,2,4,8,1,10,10,3180.987145423889,12.467663403987435,1.2467663403987437
systematic,2,8,4,2,1,20,10,41153.97955775261,1.4406271085415483,0.1440627108541548
detailed,5,8,4,2,1,20,10,47586.93305158615,2.572835385724244,0.2572835385724243
cancer,2,4,2,4,2,20,10,4501.405263900757,14.08396540221676,1.4083965402216758
systematic,2,2,2,4,2,50,10,15777.12436246872,2.1473865261359046,0.2147386526135904
systematic,6,2,8,4,1,20,10,14314.053080558777,2.197343088434081,0.2197343088434081
systematic,4,2,4,4,2,50,10,14863.05052781105,2.5264189485995114,0.2526418948599511
systematic,1,4,4,4,2,50,10,20272.40775752068,2.525539922749131,0.2525539922749131
systematic,3,4,8,8,2,20,10,23392.39180421829,3.044994083751197,0.3044994083751197
detailed,4,4,2,4,1,10,10,26154.5582318306,3.423366352889937,0.3423366352889937
systematic,2,2,2,2,2,50,10,16913.68727660179,2.118934723217194,0.2118934723217194
systematic,2,8,2,4,2,20,10,31280.0732588768,1.299254959961425,0.1299254959961425
systematic,5,8,4,2,1,10,10,36518.03405880928,1.1096952308480532,0.1109695230848053
cancer,2,4,4,4,2,20,10,5147.8920249938965,13.50459812515192,1.350459812515192
systematic,1,4,2,8,2,20,10,12068.391842365265,2.265890443293043,0.2265890443293043
systematic,6,4,4,8,1,20,10,20476.380167484283,2.076180529727435,0.2076180529727435
detailed,5,8,8,2,1,20,10,45849.97708702088,3.6160243387034248,0.3616024338703424
detailed,2,8,2,2,2,20,10,48229.53312373161,2.7255844489571075,0.2725584448957107
cancer,1,8,4,4,1,50,10,7384.834300994873,16.2236411788203,1.62236411788203
cancer,2,2,4,8,1,50,10,3055.640451908112,13.353489210532816,1.3353489210532816
systematic,2,2,8,8,1,20,10,12640.31494808197,2.7487392445615275,0.2748739244561528
systematic,2,4,4,2,1,10,10,16844.29615163803,2.20607254318437,0.220607254318437
systematic,1,4,8,8,2,50,10,18884.33150625229,3.17831064490451,0.317831064490451
systematic,3,4,4,4,2,50,10,21141.485819339752,2.8861052233180726,0.2886105223318073
detailed,3,2,8,8,2,10,10,16720.90444970131,4.120410332504253,0.4120410332504253
systematic,6,8,4,4,2,20,10,28951.35434269905,2.301873439644363,0.2301873439644363
systematic,2,8,8,4,1,20,10,46315.9866604805,2.089638744013373,0.2089638744013373
systematic,5,4,8,8,1,20,10,15359.130548238754,2.229407026215833,0.2229407026215833
systematic,5,8,8,2,2,10,10,35835.61568617821,2.074382203845634,0.2074382203845634
detailed,6,4,4,2,2,50,10,32884.06220316887,3.3919766920020384,0.3391976692002038
systematic,2,2,8,8,2,10,10,14310.592859745026,2.6281608181073497,0.2628160818107349
systematic,6,2,2,4,2,20,10,16171.040955781937,2.245032494956713,0.2245032494956713
systematic,2,4,4,2,1,50,10,20804.87680649757,2.3291826559601323,0.2329182655960132
detailed,4,8,8,2,1,10,10,46541.55667638779,3.2347706685214765,0.3234770668521476
systematic,1,8,8,4,1,10,10,37034.11505174637,1.894789226949076,0.1894789226949075
detailed,2,2,4,4,1,10,10,16060.43610239029,2.903451864693932,0.2903451864693932
detailed,3,8,2,4,2,50,10,34586.8021364212,2.8232823436888776,0.2823282343688877
systematic,5,4,4,2,2,50,10,23567.28381443024,2.2480143270761044,0.2248014327076104
detailed,4,2,4,2,1,50,10,16722.381870031357,3.628084867350233,0.3628084867350233
detailed,5,8,4,2,2,50,10,50890.99194312096,2.8780693457650925,0.2878069345765092
systematic,6,2,8,8,1,50,10,14902.478885650637,2.9179052049504786,0.2917905204950478
cancer,1,4,8,2,1,20,10,4467.05665230751,17.264824461555843,1.7264824461555843
detailed,2,4,2,4,1,20,10,20187.24441051483,3.1845130835190187,0.3184513083519019
detailed,3,4,2,4,2,20,10,27208.94738459587,3.248473795211813,0.3248473795211813
systematic,3,4,4,2,2,20,10,23969.0257935524,2.239107813553223,0.2239107813553223
systematic,4,8,2,2,2,20,10,39665.68671822548,1.4950725888029353,0.1495072588802935
cancer,2,4,2,8,1,20,10,4141.748403549194,12.92734197116735,1.292734197116735
systematic,2,4,8,2,1,10,10,18484.15316724777,2.131884173646385,0.2131884173646385
systematic,6,4,2,4,1,50,10,17787.557472467422,2.310601968991001,0.2310601968991001
systematic,2,4,8,8,1,10,10,22357.9770693779,2.3030044355373294,0.2303004435537329
detailed,6,4,2,4,2,10,10,22894.91935110092,3.3651899217332653,0.3365189921733265
systematic,3,8,2,4,1,20,10,32873.63297533989,1.9116363320907488,0.1911636332090748
systematic,4,8,4,2,1,50,10,43429.07991409302,1.5707352384964646,0.1570735238496464
detailed,4,2,4,2,1,10,10,21064.64010334015,3.10245477056673,0.310245477056673
cancer,1,4,8,8,2,20,10,6571.821065664291,17.248788398666186,1.7248788398666186
systematic,2,8,4,4,2,20,10,32165.019969701767,1.7999950660796311,0.1799995066079631
detailed,2,4,8,4,1,20,10,18513.475229501724,3.5376131523070558,0.3537613152307055
systematic,6,4,8,8,1,10,10,20532.8189368248,2.161556611234851,0.2161556611234851
systematic,2,4,8,2,1,50,10,20744.25608325005,2.67833636585514,0.267833636585514
detailed,1,8,2,2,2,10,10,48247.366750240326,2.4305940381737665,0.2430594038173766
detailed,2,2,8,2,1,50,10,23250.824583530422,3.3477806437992514,0.3347780643799251
cancer,1,4,8,2,1,10,10,5649.698225975037,18.38412974595246,1.838412974595246
systematic,2,4,2,8,1,20,10,17158.345633983612,2.03873648411251,0.203873648411251
systematic,2,8,4,4,1,10,10,28049.05968141556,1.576178116116394,0.1576178116116394
cancer,1,8,8,2,2,10,10,7387.255685329437,19.94980353360639,1.994980353360639
cancer,2,4,8,4,2,10,10,7091.12895321846,13.072610873327148,1.3072610873327146
systematic,2,4,4,4,2,50,10,19438.04847550392,2.541564815932564,0.2541564815932564
detailed,2,2,4,8,2,20,10,16304.052363395693,3.637457610679804,0.3637457610679803
detailed,1,2,4,2,1,20,10,19339.76471948624,2.7889553025215417,0.2788955302521542
systematic,2,2,2,4,1,10,10,13433.696143627169,2.170882985316984,0.2170882985316983
detailed,5,2,4,8,2,10,10,16317.494665622711,4.156963884276139,0.4156963884276138
systematic,5,8,4,4,1,10,10,27086.93059039116,1.182520775832042,0.1182520775832041
detailed,3,4,2,2,1,10,10,30637.877091884613,3.2394524097126176,0.3239452409712617
systematic,1,8,2,2,2,10,10,36142.28855729103,1.5506989180605566,0.1550698918060556
systematic,1,8,2,2,2,20,10,42035.96759176254,1.645808265429373,0.1645808265429373
detailed,4,4,2,2,1,50,10,34473.65304732323,3.373139484854565,0.3373139484854565
cancer,1,2,2,4,1,20,10,2334.6865322589874,15.975768247825709,1.5975768247825708
systematic,2,4,4,8,2,20,10,20339.71717691421,2.5319888428246577,0.2531988842824658
systematic,6,4,4,4,2,20,10,18452.421316862103,2.341380281378202,0.2341380281378202
detailed,6,2,4,2,2,20,10,17977.714384794235,3.627250276968616,0.3627250276968616
cancer,1,2,2,2,2,50,10,2341.4940025806427,17.502345916299422,1.7502345916299422
systematic,3,8,2,2,2,50,10,43631.91387581825,1.8024813325664517,0.1802481332566451
systematic,5,4,4,4,2,20,10,18619.91128873825,2.367893190909576,0.2367893190909575
systematic,6,4,8,2,2,20,10,25164.691935300827,2.080835749414645,0.2080835749414644
detailed,2,2,8,8,1,50,10,15975.35908961296,4.275984292192972,0.4275984292192972
cancer,2,4,2,2,2,50,10,4849.340238571167,12.82540701706124,1.282540701706124
detailed,3,2,4,2,1,50,10,23089.34155035019,3.426470978497003,0.3426470978497003
systematic,3,4,2,8,1,50,10,16753.139977931976,2.2287749723186434,0.2228774972318643
systematic,4,8,2,2,1,20,10,27480.83091902733,1.8335179052043904,0.183351790520439
detailed,3,4,8,2,2,50,10,38547.47326278687,3.8728586563791,0.38728586563791
systematic,1,8,8,4,2,10,10,36559.163831949234,1.812645187253421,0.1812645187253421
systematic,4,2,4,4,1,50,10,12813.422527551653,2.5263010542082105,0.252630105420821
systematic,3,8,4,2,1,20,10,34216.50200819969,1.8354912482400445,0.1835491248240044
detailed,2,2,8,8,2,20,10,21793.291571378708,4.017990468469661,0.401799046846966
systematic,5,4,4,2,1,50,10,24881.798783302307,2.2574701274539617,0.2257470127453961
detailed,3,8,8,2,2,50,10,55030.17496085167,3.982880181658272,0.3982880181658271
detailed,1,2,2,8,1,50,10,19406.3699862957,3.4930587595711104,0.349305875957111
detailed,2,2,8,2,1,10,10,19993.83866763115,2.86883336848393,0.286883336848393
cancer,1,4,2,8,1,20,10,4059.23197889328,16.016466133492244,1.6016466133492244
cancer,1,2,8,4,1,20,10,3066.065886735916,16.800604357335946,1.6800604357335946
systematic,1,2,2,4,1,50,10,13091.64831662178,2.3229684629656213,0.2322968462965621
detailed,3,4,2,2,2,50,10,41790.20765519142,2.8861954469727635,0.2886195446972763
detailed,6,8,2,2,2,10,10,46596.38794541359,2.620774854202432,0.2620774854202432
systematic,5,4,8,2,2,50,10,26806.07656979561,2.2904700979781847,0.2290470097978184
systematic,4,4,4,2,1,20,10,20781.452126026157,1.6797359983132911,0.1679735998313291
systematic,6,4,4,2,2,10,10,21425.56888484955,1.828435103861034,0.1828435103861034
detailed,1,2,2,8,1,20,10,19701.846539735798,3.0722522871938334,0.3072252287193833
cancer,2,2,8,4,1,10,10,4035.132144451141,12.576373894456855,1.2576373894456856
detailed,2,2,4,2,1,20,10,16304.145239830015,2.892069150037809,0.2892069150037809
systematic,3,2,4,2,1,10,10,16265.963207960129,1.8824860946259097,0.1882486094625909
cancer,1,2,4,4,2,20,10,3203.1022231578827,17.95913293107336,1.7959132931073358
systematic,4,4,4,4,2,50,10,19606.470170736317,2.4357291486035764,0.2435729148603576
detailed,3,4,4,4,2,50,10,27000.168525218964,3.9545861856694935,0.3954586185669493
detailed,3,2,2,4,1,50,10,18178.985603570934,3.5140578235554214,0.3514057823555421
systematic,4,4,8,2,2,20,10,26336.366435050964,1.849354783082336,0.1849354783082335
cancer,2,8,2,2,2,50,10,6241.903694152832,12.998957536042766,1.2998957536042766
detailed,6,4,2,2,2,20,10,37891.405064582825,2.786408646586836,0.2786408646586836
cancer,2,4,8,2,2,10,10,4591.442955255508,15.814110314019567,1.5814110314019567
systematic,3,2,2,2,1,20,10,13635.30761218071,2.645348557785938,0.2645348557785938
cancer,2,2,8,2,1,10,10,3777.0775372982025,11.97805456327674,1.197805456327674
systematic,3,2,2,8,1,20,10,14258.103620767592,2.288080533077768,0.2288080533077767
systematic,2,2,4,8,1,50,10,12695.501112699509,3.020135529345209,0.3020135529345209
systematic,6,4,2,2,1,10,10,29675.563273906708,2.282285821857195,0.2282285821857195
detailed,3,4,8,2,2,20,10,33196.39044427872,3.7230556629412743,0.3723055662941275
systematic,2,2,8,4,1,10,10,13817.183646678925,2.471053083247892,0.2471053083247891
systematic,2,4,4,2,2,50,10,27614.13532781601,2.168642140559761,0.216864214055976
detailed,5,8,2,2,2,50,10,53645.43271684647,2.7910645470928883,0.2791064547092888
cancer,2,2,2,2,1,50,10,2830.781759262085,12.951009769521796,1.2951009769521795
systematic,3,2,2,2,2,50,10,21756.455464363095,2.002077543358875,0.2002077543358875
systematic,4,4,4,2,1,50,10,23685.17312192917,2.3092699137901107,0.230926991379011
systematic,2,2,8,2,1,20,10,18212.08593606949,1.941655419366769,0.1941655419366769
detailed,4,4,2,2,1,20,10,21497.67871928215,3.601428927244793,0.3601428927244793
detailed,1,4,8,2,1,10,10,28074.585379362103,3.3925629431622117,0.3392562943162211
systematic,6,2,8,2,1,20,10,19280.225556135178,1.950589483470669,0.1950589483470668
systematic,4,2,4,8,2,10,10,16066.10016131401,2.551829831815783,0.2551829831815783
cancer,1,2,4,8,1,20,10,3008.631765604019,16.3928131843503,1.63928131843503
systematic,5,2,4,8,1,20,10,14397.880343437197,2.5462137265383924,0.2546213726538392
systematic,3,4,4,8,2,20,10,21280.3304708004,2.845999906617924,0.2845999906617923
detailed,1,4,8,4,2,20,10,27340.47193193436,3.745769508257857,0.3745769508257857
cancer,2,2,2,8,2,10,10,3709.28649353981,12.664959068459616,1.2664959068459616
detailed,1,2,4,8,2,20,10,19642.41919517517,4.098232050225207,0.4098232050225207
systematic,5,2,2,8,1,10,10,12874.363089323044,2.453834322180677,0.2453834322180677
systematic,2,8,8,4,1,10,10,34858.05356836319,1.6521452468993156,0.1652145246899315
systematic,6,2,2,4,1,20,10,17242.707894802094,2.0801997062914435,0.2080199706291443
cancer,2,4,2,2,2,10,10,4926.428328990936,15.282137275357949,1.5282137275357948
detailed,4,4,4,2,2,20,10,24335.126610279083,3.422688413000368,0.3422688413000367
detailed,3,2,2,2,1,50,10,18598.39723920822,3.3744317545823237,0.3374431754582323
systematic,4,4,4,4,1,50,10,20350.53673839569,2.6397234551520468,0.2639723455152046
detailed,4,2,8,8,1,10,10,17231.910487651825,3.989403637473982,0.3989403637473981
systematic,5,8,4,8,1,20,10,27414.83049607277,1.738083867089907,0.1738083867089907
systematic,1,8,8,8,1,50,10,43757.35010933876,1.8975679915430728,0.1897567991543072
systematic,3,2,2,8,1,10,10,12890.710751533508,2.0291849817363192,0.2029184981736319
systematic,3,8,2,4,2,20,10,29145.44888138771,1.9329957210007889,0.1932995721000789
cancer,1,4,2,8,2,10,10,3470.475849866867,17.634489410847845,1.7634489410847844
systematic,4,4,2,4,2,50,10,18929.05335378647,2.510949587654107,0.2510949587654106
detailed,2,4,8,2,2,10,10,21919.60786819458,3.331701730083353,0.3331701730083353
detailed,5,2,4,2,2,20,10,20080.595473766327,3.156500745559452,0.3156500745559452
detailed,6,4,4,2,2,20,10,24195.773124694824,3.397612938995891,0.3397612938995891
systematic,2,2,8,2,1,50,10,21077.468108654022,2.2385071765280804,0.223850717652808
systematic,5,8,4,8,2,10,10,30122.4269657135,1.0352493117539447,0.1035249311753944
detailed,3,4,2,4,1,10,10,27238.46634221077,3.2764761513766114,0.3276476151376611
detailed,6,2,8,2,1,50,10,25259.49841952324,3.705360546775059,0.3705360546775059
detailed,1,4,8,2,2,50,10,39572.8858320713,3.719239434116894,0.3719239434116894
systematic,2,2,4,2,1,20,10,14968.51768732071,1.722239319540414,0.1722239319540414
systematic,3,4,4,8,1,50,10,20050.772925138477,2.9156310666504965,0.2915631066650496
detailed,4,2,4,4,1,50,10,14599.2283308506,4.300072439567277,0.4300072439567277
systematic,4,2,2,4,1,50,10,16516.60408258438,2.152721530115222,0.2152721530115222
cancer,1,4,2,4,2,10,10,3142.7010197639465,17.377287700553328,1.7377287700553328
systematic,1,4,2,2,2,50,10,13884.251101732254,2.309033537955348,0.2309033537955348
detailed,4,4,4,4,1,50,10,15609.248308181765,3.79101054083443,0.379101054083443
systematic,5,2,4,2,1,20,10,15736.404745817184,2.03977726638145,0.203977726638145
cancer,2,2,4,2,1,20,10,3173.843041419983,12.856549663694503,1.2856549663694503
cancer,2,2,4,8,1,20,10,3166.790934085846,13.15411269894187,1.3154112698941869
detailed,6,8,8,2,1,50,10,53171.944130182266,3.64164371113555,0.364164371113555
systematic,1,4,8,8,2,10,10,19480.81294965744,2.4324578088185027,0.2432457808818502
cancer,2,2,2,2,1,10,10,2238.309230327606,14.20376391215988,1.420376391215988
systematic,5,4,4,4,1,20,10,17649.855229616165,2.168722912464237,0.2168722912464236
detailed,3,2,4,4,1,50,10,17159.390124320984,4.129651656187521,0.4129651656187521
detailed,1,4,2,2,1,10,10,27758.604271411896,2.949952887784459,0.2949952887784459
cancer,1,4,4,2,1,10,10,4545.078043937683,15.66086586092124,1.566086586092124
systematic,1,2,4,2,2,20,10,16798.876564741135,2.0295279141138782,0.2029527914113878
detailed,2,2,8,2,2,20,10,27258.14108490944,3.1844167293361485,0.3184416729336148
detailed,5,2,2,2,2,20,10,19260.606157541275,3.125559407550671,0.3125559407550671
detailed,3,8,2,4,1,10,10,20755.81369614601,2.753814466786118,0.2753814466786118
detailed,4,2,2,4,2,10,10,13008.030648469923,3.011679480433432,0.3011679480433432
systematic,3,4,2,8,2,50,10,18780.659497261047,1.8793127174141009,0.18793127174141
systematic,5,8,2,2,2,50,10,63846.95926427841,1.1496029803654066,0.1149602980365406
systematic,6,8,4,8,2,20,10,32149.626658916477,1.857884624957254,0.1857884624957254
detailed,2,8,8,2,1,50,10,56438.410754442215,3.447106472159385,0.3447106472159385
detailed,5,4,4,4,1,50,10,24417.364637851715,3.942099323969348,0.3942099323969348
detailed,2,2,8,4,1,50,10,16280.6838555336,3.9592683444473296,0.395926834444733
systematic,3,2,8,4,1,20,10,14000.659878969193,2.611797332170584,0.2611797332170583
detailed,1,2,2,4,1,20,10,17531.37092614174,3.1510450329733204,0.315104503297332
detailed,4,8,8,2,1,50,10,54297.1469771862,3.333361091116733,0.3333361091116733
systematic,4,4,8,8,2,20,10,20768.54386782646,2.765116615778231,0.2765116615778231
systematic,4,8,8,8,1,10,10,40027.08207535744,1.8064856462489376,0.1806485646248938
detailed,4,4,8,2,2,20,10,31064.508451223373,3.3789503142469584,0.3378950314246958
detailed,4,2,2,4,2,20,10,13539.318263530731,3.6950365090202273,0.3695036509020227
detailed,2,2,8,4,2,10,10,18923.64185404777,3.3821575393685697,0.338215753936857
cancer,1,8,4,4,2,10,10,6476.310225009918,18.05627192297137,1.8056271922971363
detailed,6,8,8,2,2,50,10,62923.260075330734,3.2468731597564977,0.3246873159756497
systematic,3,8,8,2,1,10,10,34875.34902381897,2.1878141202184422,0.2187814120218442
detailed,4,2,8,8,1,50,10,14347.604611635208,4.908538651897624,0.4908538651897624
detailed,1,8,4,2,1,50,10,47818.01441621781,3.026056997044098,0.3026056997044098
detailed,3,2,4,8,1,10,10,14047.185725688934,3.504185151764601,0.3504185151764601
detailed,6,2,4,8,1,10,10,14928.33223414421,3.516881478597681,0.3516881478597681
systematic,6,2,8,2,1,10,10,16233.359226226808,1.5100330492110048,0.1510033049211004
detailed,5,2,2,2,2,10,10,14870.251492738724,3.064701649415138,0.3064701649415138
systematic,5,2,2,4,1,20,10,17698.80043530464,2.0080470467341374,0.2008047046734137
cancer,2,4,4,4,2,10,10,4452.346367835999,13.807403401862496,1.3807403401862497
systematic,4,8,4,4,1,10,10,27299.755892038345,1.108085586692928,0.1108085586692928
detailed,6,2,2,4,2,20,10,22413.44381761551,3.42657097853769,0.3426570978537689
cancer,1,4,8,8,1,10,10,5213.900314092636,18.95489177958674,1.8954891779586744
