dataset,test_fold,n_conv_layers,n_filters,kernel_size,n_dense_layers,n_neurons
detailed,3,8,2,8,1,20
detailed,3,8,2,8,1,50
detailed,3,8,2,8,2,10
detailed,3,8,2,8,2,20
detailed,3,8,2,8,2,50
detailed,3,8,4,2,1,10
detailed,3,8,4,2,1,20
detailed,3,8,4,2,1,50
detailed,3,8,4,2,2,10
detailed,3,8,4,2,2,20
detailed,3,8,4,2,2,50
detailed,3,8,4,4,1,10
detailed,3,8,4,4,1,20
detailed,3,8,4,4,1,50
detailed,3,8,4,4,2,10
detailed,3,8,4,4,2,20
detailed,3,8,4,4,2,50
detailed,3,8,4,8,1,10
detailed,3,8,4,8,1,20
detailed,3,8,4,8,1,50
detailed,3,8,4,8,2,10
detailed,3,8,4,8,2,20
detailed,3,8,4,8,2,50
detailed,3,8,8,2,1,10
detailed,3,8,8,2,1,20
detailed,3,8,8,2,1,50
detailed,3,8,8,2,2,10
detailed,3,8,8,2,2,20
detailed,3,8,8,2,2,50
detailed,3,8,8,4,1,10
detailed,3,8,8,4,1,20
detailed,3,8,8,4,1,50
detailed,3,8,8,4,2,10
detailed,3,8,8,4,2,20
detailed,3,8,8,4,2,50
detailed,3,8,8,8,1,10
detailed,3,8,8,8,1,20
detailed,3,8,8,8,1,50
detailed,3,8,8,8,2,10
detailed,3,8,8,8,2,20
detailed,3,8,8,8,2,50
detailed,4,2,2,2,1,10
detailed,4,2,2,2,1,20
detailed,4,2,2,2,1,50
detailed,4,2,2,2,2,10
detailed,4,2,2,2,2,20
detailed,4,2,2,2,2,50
detailed,4,2,2,4,1,10
detailed,4,2,2,4,1,20
detailed,4,2,2,4,1,50
detailed,4,2,2,4,2,10
detailed,4,2,2,4,2,20
detailed,4,2,2,4,2,50
detailed,4,2,2,8,1,10
detailed,4,2,2,8,1,20
detailed,4,2,2,8,1,50
detailed,4,2,2,8,2,10
detailed,4,2,2,8,2,20
detailed,4,2,2,8,2,50
detailed,4,2,4,2,1,10
detailed,4,2,4,2,1,20
detailed,4,2,4,2,1,50
detailed,4,2,4,2,2,10
detailed,4,2,4,2,2,20
detailed,4,2,4,2,2,50
detailed,4,2,4,4,1,10
detailed,4,2,4,4,1,20
detailed,4,2,4,4,1,50
detailed,4,2,4,4,2,10
detailed,4,2,4,4,2,20
detailed,4,2,4,4,2,50
detailed,4,2,4,8,1,10
detailed,4,2,4,8,1,20
detailed,4,2,4,8,1,50
detailed,4,2,4,8,2,10
detailed,4,2,4,8,2,20
detailed,4,2,4,8,2,50
detailed,4,2,8,2,1,10
detailed,4,2,8,2,1,20
detailed,4,2,8,2,1,50
detailed,4,2,8,2,2,10
detailed,4,2,8,2,2,20
detailed,4,2,8,2,2,50
detailed,4,2,8,4,1,10
detailed,4,2,8,4,1,20
detailed,4,2,8,4,1,50
detailed,4,2,8,4,2,10
detailed,4,2,8,4,2,20
detailed,4,2,8,4,2,50
detailed,4,2,8,8,1,10
detailed,4,2,8,8,1,20
detailed,4,2,8,8,1,50
detailed,4,2,8,8,2,10
detailed,4,2,8,8,2,20
detailed,4,2,8,8,2,50
detailed,4,4,2,2,1,10
detailed,4,4,2,2,1,20
detailed,4,4,2,2,1,50
detailed,4,4,2,2,2,10
detailed,4,4,2,2,2,20
detailed,4,4,2,2,2,50
detailed,4,4,2,4,1,10
detailed,4,4,2,4,1,20
detailed,4,4,2,4,1,50
detailed,4,4,2,4,2,10
detailed,4,4,2,4,2,20
detailed,4,4,2,4,2,50
detailed,4,4,2,8,1,10
detailed,4,4,2,8,1,20
detailed,4,4,2,8,1,50
detailed,4,4,2,8,2,10
detailed,4,4,2,8,2,20
detailed,4,4,2,8,2,50
detailed,4,4,4,2,1,10
detailed,4,4,4,2,1,20
detailed,4,4,4,2,1,50
detailed,4,4,4,2,2,10
detailed,4,4,4,2,2,20
detailed,4,4,4,2,2,50
detailed,4,4,4,4,1,10
detailed,4,4,4,4,1,20
detailed,4,4,4,4,1,50
detailed,4,4,4,4,2,10
detailed,4,4,4,4,2,20
detailed,4,4,4,4,2,50
detailed,4,4,4,8,1,10
detailed,4,4,4,8,1,20
detailed,4,4,4,8,1,50
detailed,4,4,4,8,2,10
detailed,4,4,4,8,2,20
detailed,4,4,4,8,2,50
detailed,4,4,8,2,1,10
detailed,4,4,8,2,1,20
detailed,4,4,8,2,1,50
detailed,4,4,8,2,2,10
detailed,4,4,8,2,2,20
detailed,4,4,8,2,2,50
detailed,4,4,8,4,1,10
detailed,4,4,8,4,1,20
detailed,4,4,8,4,1,50
detailed,4,4,8,4,2,10
detailed,4,4,8,4,2,20
detailed,4,4,8,4,2,50
detailed,4,4,8,8,1,10
detailed,4,4,8,8,1,20
detailed,4,4,8,8,1,50
detailed,4,4,8,8,2,10
detailed,4,4,8,8,2,20
detailed,4,4,8,8,2,50
detailed,4,8,2,2,1,10
detailed,4,8,2,2,1,20
detailed,4,8,2,2,1,50
detailed,4,8,2,2,2,10
detailed,4,8,2,2,2,20
detailed,4,8,2,2,2,50
detailed,4,8,2,4,1,10
detailed,4,8,2,4,1,20
detailed,4,8,2,4,1,50
detailed,4,8,2,4,2,10
detailed,4,8,2,4,2,20
detailed,4,8,2,4,2,50
detailed,4,8,2,8,1,10
detailed,4,8,2,8,1,20
detailed,4,8,2,8,1,50
detailed,4,8,2,8,2,10
detailed,4,8,2,8,2,20
detailed,4,8,2,8,2,50
detailed,4,8,4,2,1,10
detailed,4,8,4,2,1,20
detailed,4,8,4,2,1,50
detailed,4,8,4,2,2,10
detailed,4,8,4,2,2,20
detailed,4,8,4,2,2,50
detailed,4,8,4,4,1,10
detailed,4,8,4,4,1,20
detailed,4,8,4,4,1,50
detailed,4,8,4,4,2,10
detailed,4,8,4,4,2,20
detailed,4,8,4,4,2,50
detailed,4,8,4,8,1,10
detailed,4,8,4,8,1,20
detailed,4,8,4,8,1,50
detailed,4,8,4,8,2,10
detailed,4,8,4,8,2,20
detailed,4,8,4,8,2,50
detailed,4,8,8,2,1,10
detailed,4,8,8,2,1,20
detailed,4,8,8,2,1,50
detailed,4,8,8,2,2,10
detailed,4,8,8,2,2,20
detailed,4,8,8,2,2,50
detailed,4,8,8,4,1,10
detailed,4,8,8,4,1,20
detailed,4,8,8,4,1,50
detailed,4,8,8,4,2,10
detailed,4,8,8,4,2,20
detailed,4,8,8,4,2,50
detailed,4,8,8,8,1,10
detailed,4,8,8,8,1,20
detailed,4,8,8,8,1,50
detailed,4,8,8,8,2,10
detailed,4,8,8,8,2,20
detailed,4,8,8,8,2,50
detailed,5,2,2,2,1,10
detailed,5,2,2,2,1,20
detailed,5,2,2,2,1,50
detailed,5,2,2,2,2,10
detailed,5,2,2,2,2,20
detailed,5,2,2,2,2,50
detailed,5,2,2,4,1,10
detailed,5,2,2,4,1,20
detailed,5,2,2,4,1,50
detailed,5,2,2,4,2,10
detailed,5,2,2,4,2,20
detailed,5,2,2,4,2,50
detailed,5,2,2,8,1,10
detailed,5,2,2,8,1,20
detailed,5,2,2,8,1,50
detailed,5,2,2,8,2,10
detailed,5,2,2,8,2,20
detailed,5,2,2,8,2,50
detailed,5,2,4,2,1,10
detailed,5,2,4,2,1,20
detailed,5,2,4,2,1,50
detailed,5,2,4,2,2,10
detailed,5,2,4,2,2,20
detailed,5,2,4,2,2,50
detailed,5,2,4,4,1,10
detailed,5,2,4,4,1,20
detailed,5,2,4,4,1,50
detailed,5,2,4,4,2,10
detailed,5,2,4,4,2,20
detailed,5,2,4,4,2,50
detailed,5,2,4,8,1,10
detailed,5,2,4,8,1,20
detailed,5,2,4,8,1,50
detailed,5,2,4,8,2,10
detailed,5,2,4,8,2,20
detailed,5,2,4,8,2,50
detailed,5,2,8,2,1,10
detailed,5,2,8,2,1,20
detailed,5,2,8,2,1,50
detailed,5,2,8,2,2,10
detailed,5,2,8,2,2,20
detailed,5,2,8,2,2,50
detailed,5,2,8,4,1,10
detailed,5,2,8,4,1,20
detailed,5,2,8,4,1,50
detailed,5,2,8,4,2,10
detailed,5,2,8,4,2,20
detailed,5,2,8,4,2,50
detailed,5,2,8,8,1,10
detailed,5,2,8,8,1,20
detailed,5,2,8,8,1,50
detailed,5,2,8,8,2,10
detailed,5,2,8,8,2,20
detailed,5,2,8,8,2,50
detailed,5,4,2,2,1,10
detailed,5,4,2,2,1,20
detailed,5,4,2,2,1,50
detailed,5,4,2,2,2,10
detailed,5,4,2,2,2,20
detailed,5,4,2,2,2,50
detailed,5,4,2,4,1,10
detailed,5,4,2,4,1,20
detailed,5,4,2,4,1,50
detailed,5,4,2,4,2,10
detailed,5,4,2,4,2,20
detailed,5,4,2,4,2,50
detailed,5,4,2,8,1,10
detailed,5,4,2,8,1,20
detailed,5,4,2,8,1,50
detailed,5,4,2,8,2,10
detailed,5,4,2,8,2,20
detailed,5,4,2,8,2,50
detailed,5,4,4,2,1,10
detailed,5,4,4,2,1,20
detailed,5,4,4,2,1,50
detailed,5,4,4,2,2,10
detailed,5,4,4,2,2,20
detailed,5,4,4,2,2,50
detailed,5,4,4,4,1,10
detailed,5,4,4,4,1,20
detailed,5,4,4,4,1,50
detailed,5,4,4,4,2,10
detailed,5,4,4,4,2,20
detailed,5,4,4,4,2,50
detailed,5,4,4,8,1,10
detailed,5,4,4,8,1,20
detailed,5,4,4,8,1,50
detailed,5,4,4,8,2,10
detailed,5,4,4,8,2,20
detailed,5,4,4,8,2,50
detailed,5,4,8,2,1,10
detailed,5,4,8,2,1,20
detailed,5,4,8,2,1,50
detailed,5,4,8,2,2,10
detailed,5,4,8,2,2,20
detailed,5,4,8,2,2,50
detailed,5,4,8,4,1,10
detailed,5,4,8,4,1,20
detailed,5,4,8,4,1,50
detailed,5,4,8,4,2,10
detailed,5,4,8,4,2,20
detailed,5,4,8,4,2,50
detailed,5,4,8,8,1,10
detailed,5,4,8,8,1,20
detailed,5,4,8,8,1,50
detailed,5,4,8,8,2,10
detailed,5,4,8,8,2,20
detailed,5,4,8,8,2,50
detailed,5,8,2,2,1,10
detailed,5,8,2,2,1,20
detailed,5,8,2,2,1,50
detailed,5,8,2,2,2,10
detailed,5,8,2,2,2,20
detailed,5,8,2,2,2,50
detailed,5,8,2,4,1,10
detailed,5,8,2,4,1,20
detailed,5,8,2,4,1,50
detailed,5,8,2,4,2,10
detailed,5,8,2,4,2,20
detailed,5,8,2,4,2,50
detailed,5,8,2,8,1,10
detailed,5,8,2,8,1,20
detailed,5,8,2,8,1,50
detailed,5,8,2,8,2,10
detailed,5,8,2,8,2,20
detailed,5,8,2,8,2,50
detailed,5,8,4,2,1,10
detailed,5,8,4,2,1,20
detailed,5,8,4,2,1,50
detailed,5,8,4,2,2,10
detailed,5,8,4,2,2,20
detailed,5,8,4,2,2,50
detailed,5,8,4,4,1,10
detailed,5,8,4,4,1,20
detailed,5,8,4,4,1,50
detailed,5,8,4,4,2,10
detailed,5,8,4,4,2,20
detailed,5,8,4,4,2,50
detailed,5,8,4,8,1,10
detailed,5,8,4,8,1,20
detailed,5,8,4,8,1,50
detailed,5,8,4,8,2,10
detailed,5,8,4,8,2,20
detailed,5,8,4,8,2,50
detailed,5,8,8,2,1,10
detailed,5,8,8,2,1,20
detailed,5,8,8,2,1,50
detailed,5,8,8,2,2,10
detailed,5,8,8,2,2,20
detailed,5,8,8,2,2,50
detailed,5,8,8,4,1,10
detailed,5,8,8,4,1,20
detailed,5,8,8,4,1,50
detailed,5,8,8,4,2,10
detailed,5,8,8,4,2,20
detailed,5,8,8,4,2,50
detailed,5,8,8,8,1,10
detailed,5,8,8,8,1,20
detailed,5,8,8,8,1,50
detailed,5,8,8,8,2,10
detailed,5,8,8,8,2,20
detailed,5,8,8,8,2,50
detailed,6,2,2,2,1,10
detailed,6,2,2,2,1,20
detailed,6,2,2,2,1,50
detailed,6,2,2,2,2,10
detailed,6,2,2,2,2,20
detailed,6,2,2,2,2,50
detailed,6,2,2,4,1,10
detailed,6,2,2,4,1,20
detailed,6,2,2,4,1,50
detailed,6,2,2,4,2,10
detailed,6,2,2,4,2,20
detailed,6,2,2,4,2,50
detailed,6,2,2,8,1,10
detailed,6,2,2,8,1,20
detailed,6,2,2,8,1,50
detailed,6,2,2,8,2,10
detailed,6,2,2,8,2,20
detailed,6,2,2,8,2,50
detailed,6,2,4,2,1,10
detailed,6,2,4,2,1,20
detailed,6,2,4,2,1,50
detailed,6,2,4,2,2,10
detailed,6,2,4,2,2,20
detailed,6,2,4,2,2,50
detailed,6,2,4,4,1,10
detailed,6,2,4,4,1,20
detailed,6,2,4,4,1,50
detailed,6,2,4,4,2,10
detailed,6,2,4,4,2,20
detailed,6,2,4,4,2,50
detailed,6,2,4,8,1,10
detailed,6,2,4,8,1,20
detailed,6,2,4,8,1,50
detailed,6,2,4,8,2,10
detailed,6,2,4,8,2,20
detailed,6,2,4,8,2,50
detailed,6,2,8,2,1,10
detailed,6,2,8,2,1,20
detailed,6,2,8,2,1,50
detailed,6,2,8,2,2,10
detailed,6,2,8,2,2,20
detailed,6,2,8,2,2,50
detailed,6,2,8,4,1,10
detailed,6,2,8,4,1,20
detailed,6,2,8,4,1,50
detailed,6,2,8,4,2,10
detailed,6,2,8,4,2,20
detailed,6,2,8,4,2,50
detailed,6,2,8,8,1,10
detailed,6,2,8,8,1,20
detailed,6,2,8,8,1,50
detailed,6,2,8,8,2,10
detailed,6,2,8,8,2,20
detailed,6,2,8,8,2,50
detailed,6,4,2,2,1,10
detailed,6,4,2,2,1,20
detailed,6,4,2,2,1,50
detailed,6,4,2,2,2,10
detailed,6,4,2,2,2,20
detailed,6,4,2,2,2,50
detailed,6,4,2,4,1,10
detailed,6,4,2,4,1,20
detailed,6,4,2,4,1,50
detailed,6,4,2,4,2,10
detailed,6,4,2,4,2,20
detailed,6,4,2,4,2,50
detailed,6,4,2,8,1,10
detailed,6,4,2,8,1,20
detailed,6,4,2,8,1,50
detailed,6,4,2,8,2,10
detailed,6,4,2,8,2,20
detailed,6,4,2,8,2,50
detailed,6,4,4,2,1,10
detailed,6,4,4,2,1,20
detailed,6,4,4,2,1,50
detailed,6,4,4,2,2,10
detailed,6,4,4,2,2,20
detailed,6,4,4,2,2,50
detailed,6,4,4,4,1,10
detailed,6,4,4,4,1,20
detailed,6,4,4,4,1,50
detailed,6,4,4,4,2,10
detailed,6,4,4,4,2,20
detailed,6,4,4,4,2,50
detailed,6,4,4,8,1,10
detailed,6,4,4,8,1,20
detailed,6,4,4,8,1,50
detailed,6,4,4,8,2,10
detailed,6,4,4,8,2,20
detailed,6,4,4,8,2,50
detailed,6,4,8,2,1,10
detailed,6,4,8,2,1,20
detailed,6,4,8,2,1,50
detailed,6,4,8,2,2,10
detailed,6,4,8,2,2,20
detailed,6,4,8,2,2,50
detailed,6,4,8,4,1,10
detailed,6,4,8,4,1,20
detailed,6,4,8,4,1,50
detailed,6,4,8,4,2,10
detailed,6,4,8,4,2,20
detailed,6,4,8,4,2,50
detailed,6,4,8,8,1,10
detailed,6,4,8,8,1,20
detailed,6,4,8,8,1,50
detailed,6,4,8,8,2,10
detailed,6,4,8,8,2,20
detailed,6,4,8,8,2,50
detailed,6,8,2,2,1,10
detailed,6,8,2,2,1,20
detailed,6,8,2,2,1,50
detailed,6,8,2,2,2,10
detailed,6,8,2,2,2,20
detailed,6,8,2,2,2,50
detailed,6,8,2,4,1,10
detailed,6,8,2,4,1,20
detailed,6,8,2,4,1,50
detailed,6,8,2,4,2,10
detailed,6,8,2,4,2,20
detailed,6,8,2,4,2,50
detailed,6,8,2,8,1,10
detailed,6,8,2,8,1,20
detailed,6,8,2,8,1,50
detailed,6,8,2,8,2,10
detailed,6,8,2,8,2,20
detailed,6,8,2,8,2,50
detailed,6,8,4,2,1,10
detailed,6,8,4,2,1,20
detailed,6,8,4,2,1,50
detailed,6,8,4,2,2,10
detailed,6,8,4,2,2,20
detailed,6,8,4,2,2,50
detailed,6,8,4,4,1,10
detailed,6,8,4,4,1,20
detailed,6,8,4,4,1,50
detailed,6,8,4,4,2,10
detailed,6,8,4,4,2,20
detailed,6,8,4,4,2,50
detailed,6,8,4,8,1,10
detailed,6,8,4,8,1,20
detailed,6,8,4,8,1,50
detailed,6,8,4,8,2,10
detailed,6,8,4,8,2,20
detailed,6,8,4,8,2,50
detailed,6,8,8,2,1,10
detailed,6,8,8,2,1,20
detailed,6,8,8,2,1,50
detailed,6,8,8,2,2,10
detailed,6,8,8,2,2,20
detailed,6,8,8,2,2,50
detailed,6,8,8,4,1,10
detailed,6,8,8,4,1,20
detailed,6,8,8,4,1,50
detailed,6,8,8,4,2,10
detailed,6,8,8,4,2,20
detailed,6,8,8,4,2,50
detailed,6,8,8,8,1,10
detailed,6,8,8,8,1,20
detailed,6,8,8,8,1,50
detailed,6,8,8,8,2,10
detailed,6,8,8,8,2,20
detailed,6,8,8,8,2,50
